,Unnamed: 0,Product Title,Price,Rating,Rate,Seller Rating,Specifications,Link,Review1,Review2,Review3
198,38,"Xiaomi Redmi Note 12S , 8GB RAM 256GB ROM , 108 MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 78,499",1 Ratings,3.0,93%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions159.9 x 73.9 x 8.1 mm Weight176 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Black, Ice Blue, Pearl Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/8gb-12s-256gb-108-mp-5000mah-i432779257-s2068450694.html?search=1,colour is not same that I order,,
199,39,Redmi Note 12 - 8GB RAM 128GB/256GB ROM - 6.67 Display - Dual SIM - 5000mAh Battery,"Rs. 54,499",2 Ratings,5.0,88%,AMOLED LCD,https://www.daraz.pk/products/12-8gb-128gb-256-667-mah-i433722471-s2081375251.html?search=1,,,
200,40,Redmi 12 - 8GB RAM 128GB ROM - Dual SIM - 5000mAh Battery,"Rs. 44,999",1 Ratings,5.0,89%,IPS LCD,https://www.daraz.pk/products/12-8gb-128gb-5000mah-i433404617-s2080673826.html?search=1,❤️,,
201,41,Redmi Note 12S - 8GB RAM 256GB ROM - Dual SIM - 5000mAh Battery,"Rs. 76,999",1 Ratings,4.0,89%,AMOLED LCD,https://www.daraz.pk/products/8gb-12s-256gb-5000mah-i433403645-s2080670904.html?search=1,,,
202,42,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 95,000",4 Ratings,5.0,95%,"BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429691384-s2046484227.html?search=1,"Excellent service and product, it was nice experience with Ali communication. Recommended to shop from here.","Been using the phone for a week. It's original product, came pin packed in the given delivery time. Is a good phone for it's price. Seller is reliable and helped by telling us what colors were available and was kind enough to guide me if I wanted what was available or else could refund us. Very honest & professional. Highly recommended.",
203,43,"Xiaomi Redmi Note 12S , 8GB RAM 256GB ROM , 108 MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 75,999",1 Ratings,5.0,95%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions159.9 x 73.9 x 8.1 mm Weight176 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Black, Ice Blue, Pearl Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/8gb-12s-256gb-108-mp-5000mah-i432806007-s2068802097.html?search=1,Product is okay.,,
204,44,Xiaomi Redmi 12 RAM 8 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 45,999",No Ratings,0.0,100%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8-gb-128-gb-8-mp-50-mp-8-mp-2-mp-2-mah-i436234825-s2094895832.html?search=1,,,
205,45,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 49,999",9 Ratings,4.9,95%,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421174278-s1988560913.html?search=1,"Perfect item with an expedited shipping. i received my item within one day with complete accessories. Brand warranty, charger or phone case with a complete box and perfect packing. A very strongly recommended seller.",strongly Recommended Thankyou Saller 😍,responsible price fast delivery. vohi received hova jo order kia tha.
206,46,"Redmi 12 - 6.79"" Inch Display - 4GB RAM - 128GB ROM","Rs. 38,399",No Ratings,0.0,85%,1 Year Brand Warranty,https://www.daraz.pk/products/redmi-12-679-inch-display-8gb-ram-128gb-rom-i434407880-s2083085573.html?search=1,,,
207,47,"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 61,480",1 Ratings,5.0,93%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433167196-s2075060185.html?search=1,"The mobile arrived quickly, excellent service",,
208,48,"Redmi 12 8GB RAM, 128GB ROM - FINGERPRINT SENSOR - 50MP CAMERA, 5000 mAh FAST CHARGING - REDMI MOST AFFORDABLE PHONE","Rs. 43,999",No Ratings,0.0,95%,"• Xiaomi Redmi 12 - 8GB RAM, 128GB ROM• 50MP camera, 1080p video resolution• 21MP+ rear camera, 8MP front camera• 6 inches+ AMOLED display, scratch-resistant glass• Octa-core processor, 8GB RAM, expandable memory• Fingerprint sensor, GPS, WiFi, compass, accelerometer, proximity• 5000mAh+ battery, fast charging• Android operating system, e-warranty included",https://www.daraz.pk/products/12-8gb-128gb-50mp-5000-mah-i435249898-s2089370858.html?search=1,,,
209,49,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 90,000",6 Ratings,4.8,95%,"BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429694308-s2046481326.html?search=1,Product is good. seller is very responsive. Shipped the product and also delivered on time.,Fast and reliable,Very good and fantastic with vibrant color. truly value to money. Special thanks to the seller who is very cooperative & responsive.
210,50,REDMI POCO X5 PRO - 8GB RAM 26GB ROM - 5000 mAh Battery,"Rs. 114,999",No Ratings,0.0,96%,"General FeaturesRelease Date2023-02-06SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.9 x 76 x 7.9 mmPhone Weight181 gOperating SystemAndroid 12, MIUI 14DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)Screen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotNoPerformanceProcessorQualcomm SM7325 Snapdragon 778G 5GGPUAdreno 642 LBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightN/AFront Video Recording1080p@30/60fpsBack Flash LightYesBack Camera108 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30/60/120fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)",https://www.daraz.pk/products/x5-8gb-26gb-5000-mah-i434159436-s2082746528.html?search=1,,,
211,51,"Redmi Note 12S (8GB+256GB) 6.43"" 90Hz FHD+ Super AMOLED Display PTA Approved 1 Year Official Warranty","Rs. 73,999",1 Ratings,5.0,93%,"Display: 6.43"" FHD+ AMOLED DotDisplayResolution: 2400 x 1080Refresh Rate: Up to 90HzProcessor: MediaTek Helio G96CPU: Octa-core CPU, up to 2.05GHzGPU: ARM Mali-G57 MC2Rear Camera: 108MP wide cameraFront Camera: 16MP front cameraBattery: 5000mAh (typ)Charging: 33W fast charging | 33W in-box Charger | USB-C",https://www.daraz.pk/products/12-8gb-128gb-pta-1-i433028601-s2071841652.html?search=1,Received timely and geniuine product.,,
212,52,"Redmi 12 , 4GB RAM 128GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 36,999",No Ratings,0.0,87%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-4gb-128gb-50-mp-5000mah-i434803133-s2087481624.html?search=1,,,
213,53,"Redmi A2 Plus - 6.52"" Inch Display - 3GB RAM - 64GB ROM","Rs. 19,990",12 Ratings,4.5,85%,1 Year Brand Warranty,https://www.daraz.pk/products/redmi-a2-plus-652-inch-display-3gb-ram-64gb-rom-i430760497-s2054633645.html?search=1,Seller Has Sent An Repacked Phone,camera ka reselt bekar ha,Mob is so good and also discounted.less then from market price.Thanks to the seller
214,54,Xiaomi Redmi Pad SE 8GB Ram 256GB Rom 11 Inches FHD+ display 8000 mAh Battery Snapdragon® 680,"Rs. 67,999",1 Ratings,5.0,90%,"General FeaturesRelease Date2023-09-23SIM SupportnullTablet Dimensions255.53mm x 167.08mm x 7.36mmTablet WeightnullOperating SystemMIUI Pad 14 based on Android 13DisplayScreen Size11 inchScreen Resolution1920 x 1200, 207ppiScreen TypeFHD+ displayScreen ProtectionnullMemoryInternal Memory128RAM8 GBCard SlotnullPerformanceProcessorSnapdragon® 680 Mobile PlatformGPUQualcomm® Adreno™BatteryType8000 mAhCameraFront Camera5 MPFront Flash LightnullFront Video RecordingnullBack Flash LightnullBack Camera8 MPBack Video RecordingnullConnectivityBluetoothnull3Gnull4G/LTEnullRadionullWiFinullNFCnull",https://www.daraz.pk/products/se-8gb-256gb-11-fhd-8000-mah-680-i436126390-s2094635500.html?search=1,,,
215,55,REDMI 12 - 8GB RAM 128GB ROM - 5000 mAh Battery,"Rs. 41,999",No Ratings,0.0,96%,"General FeaturesRelease Date2023-09-12SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.3 x 8.2 mmPhone Weight198.5 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.79 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotYesPerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes",https://www.daraz.pk/products/12-8gb-128gb-5000-mah-i433642527-s2081255400.html?search=1,,,
216,56,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 29,990",7 Ratings,4.9,95%,Redmi 12C,https://www.daraz.pk/products/4gb-12c-128gb-pta-1-i424399116-s2010709035.html?search=1,my first purchase experience from daraz but seller makes it marvellous.product delivered well before time as written on advertisement and chosen daba pack.good customer caring seller welldone,,"This is my second experience with this company very nice people in the company they have excellent services and delivery timing is also very fast and very cooperative people. The mobile is also exactly as shown in the picture,.."
217,57,Redmi Note 12S - 8GB RAM 256GB ROM - 6.43 Inches Display - AMOLED LCD - Dual SIM - 5000mAh Battery,"Rs. 75,999",No Ratings,0.0,91%,PTA Approved,https://www.daraz.pk/products/8gb-12s-256gb-643-lcd-5000mah-i433897693-s2081767660.html?search=1,,,
218,58,Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 74,980",No Ratings,0.0,93%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions159.9 x 73.9 x 8.1 mm Weight176 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Black, Ice Blue, Pearl Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-s-8-gb-256-gb-16-mp-8-mp-8-mp-2-mp-108-mah-i433087039-s2073072783.html?search=1,,,
219,59,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 28,999",No Ratings,0.0,88%,"BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i432621647-s2080870688.html?search=1,,,
220,60,REDMI 12C + 4GB RAM 128GB ROM + 5000 mAh Battery,"Rs. 29,999",2 Ratings,4.5,96%,"General FeaturesRelease Date2023-05-30SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.76 x 76.4 x 8.77 mmPhone Weight192 gOperating SystemMIUI 13 based on Android 12DisplayScreen Size6.71Screen Resolution1650 × 720 HD+Screen TypeIPS LCD, 500 nits (typ)Screen ProtectionN/AMemoryInternal Memory4/6 GBRAM64/128Card SlotmicroSDXC (dedicated slot)PerformanceProcessorMediaTek Helio G85GPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes",https://www.daraz.pk/products/4gb-12c-128gb-5000-mah-i425900283-s2022852826.html?search=1,,,
221,61,REDMI NOTE 12 = 8GB RAM - 256GB ROM =5000 mAh Battery,"Rs. 61,999",No Ratings,0.0,96%,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo",https://www.daraz.pk/products/12-8gb-256grm-5000-mah-i433344043-s2077691613.html?search=1,,,
222,62,"Redmi Note 12S , 8GB Ram 256GB Rom , 6.43 Inches IPS Display , 5000 mAh - Fast charging 33W","Rs. 74,999",2 Ratings,5.0,90%,"General FeaturesRelease Date2023-09-15SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions159.9 x 73.9 x 8.1 mmPhone Weight176 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.43 InchesScreen Resolution1080 x 2400 PixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory64/ 128 GBRAM6 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G96 (12 nm) Octa-coreGPUMali-G57 MC2BatteryType5000 mAhCameraFront Camera16 MPFront Flash LightN/AFront Video Recording1080p@30fpsBack Flash LightYesBack Camera108 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCYes (market/region dependent)",https://www.daraz.pk/products/8gb-12s-256gb-643-ips-5000-mah-33w-i432728231-s2068164111.html?search=1,,,
223,63,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 29,990",1 Ratings,5.0,93%,Redmi 12C,https://www.daraz.pk/products/4gb-12c-128gb-pta-1-i424399173-s2010705686.html?search=1,,,
224,64,Xiaomi Redmi Note 12 S RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 74,999",No Ratings,0.0,95%,"BuildOSAndroid 13 OS UIMIUI 14 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Black, Ice Blue, Pearl Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-s-8-gb-256-gb-16-mp-8-mp-2-mp-i432728049-s2068154505.html?search=1,,,
225,65,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 50,999",5 Ratings,4.8,88%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432630331-s2065402458.html?search=1,,"Received exactly what share in picture, awesome phone, Thanks seller and daraz",
226,66,REDMI 12C - 4GB RAM + 64GB ROM - 5000 mAh Battery,"Rs. 26,999",No Ratings,0.0,96%,"General FeaturesRelease Date2023-05-30SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.76 x 76.4 x 8.77 mmPhone Weight192 gOperating SystemMIUI 13 based on Android 12DisplayScreen Size6.71Screen Resolution1650 × 720 HD+Screen TypeIPS LCD, 500 nits (typ)Screen ProtectionN/AMemoryInternal Memory4/6 GBRAM64/128Card SlotmicroSDXC (dedicated slot)PerformanceProcessorMediaTek Helio G85GPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes",https://www.daraz.pk/products/4gb-12c-64gb-5000-mah-i425895539-s2022864157.html?search=1,,,
227,67,Redmi note 12 8GB RAM -256GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING,"Rs. 60,999",No Ratings,0.0,85%,"Display6.67"" AMOLED DotDisplayRefresh rate: 120HzBrightness: 450 nits (typ), HBM 700 nits (typ), 1200 nits peak brightnessContrast ratio: 4,500,000:1DCI- P3 wide color gamutResolution: 2400 x 1080Sunlight displayReading modeDesign165.66*75.96*7.85mm183.5gOnyx Gray, Mint Green, Ice BlueRear camera50MP main camera50Mf/1.88MP ultra-wide cameraf/2.2120°2MP macro cameraf/2.4Rear camera video recording1080p 1920x1080 | 30fps720p 1280x720 | 30fpsFront camera13MP front cameraf/2.45Front camera video recording1080p 1920x1080 | 30fps720p 1280x720 | 30fpsChipsetSnapdragon® 685CPU: Octa-core CPU, up to 2.8GHzGPU: Adreno 6106nm manufacturing processMemory4+128/6+128/8+128GBLPDDR4X + UFS2.2Expandable storage up to 1TB*Available storage and RAM are less than the total memory due to storage of the operating system and software pre-installed on the device.**Actual support and compatibility of memory cards may vary between manufacturers.Battery5000mAh (typ)Charging33W fast charging33W in-box chargerUSB-CCooling systemGraphiteSecurity & AuthenticationSide fingerprint sensorAI Face UnlockConnectivityDual SIM + microSD2G: GSM: 850 900 1800 1900MHz3G: WCDMA:1/5/84G: LTE FDD:1/3/5/7/8/20/284G: LTE TDD:38/40/41Bluetooth 5.0Wi-Fi Protocol: 802.11a/b/g/n/acVibration motorCoin vibration motorWater & Dust ResistanceIP53NavigationGPS: L1 ｜GLONASS: G1 | Compass: B1 | Galileo E1Audio3.5mm headphone jackSensorProximity sensor | Ambient light sensor | Accelerometer | Electronic compass | IR blaster ｜GyroscopeUI and systemMIUI 14 based on Android 13",https://www.daraz.pk/products/redmi-note-12-8gb-ram-256gb-rom-pta-approved-official-warranty-super-fast-charging-i433246636-s2076772610.html?search=1,,,
228,68,"Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W","Rs. 52,499",No Ratings,0.0,93%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8gb-128gb-667-5000-mah-33w-i432620785-s2065404302.html?search=1,,,
229,69,"Redmi 10A - 6.53"" Inch Display - 4GB RAM - 128GB ROM","Rs. 32,950",34 Ratings,4.5,85%,1 Year Brand Warranty,https://www.daraz.pk/products/redmi-10a-653-inch-display-4gb-ram-128gb-rom-i319298940-s1695135215.html?search=1,"received on time, packing is good, original phone but 4G signals dropped frequently",Great experience. received as mentioned and delivered in given time.,Redmi phone is the best for me am using Note11 i don't hve any complen Love you #Redim keep doing the great job 💓 thank you Seller & Thanks Daraz by it a cheap price from other website
230,70,Redmi 10C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Fast charging 18W,"Rs. 48,999",55 Ratings,4.6,90%,"BuildOSAndroid 11 OS UIMIU1 13 Dimensions169.6 x 76.6 x 8.3 mm Weight190 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/redmi-10c-4gb-ram-128gb-rom-671-inches-ips-display-5000-mah-fast-charging-18w-i342790088-s1762476949.html?search=1,mobile good hai mager back cover nai tha aur mobile repack tha,Delighted with Phone. Received Sealed Pack as requested to seller. Fully Satisfied. Recommending this seller....,Product is original and fresh piece. Sealed packed. same as ordered.
231,71,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 49,980",2 Ratings,5.0,95%,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo",https://www.daraz.pk/products/12-8-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i421160777-s1988549506.html?search=1,Seller is a gentle man timely diliverd and original product,Got the phone lesser than the market price. Very good seller who sent the phone on very soon and i got the phone even earlier than committed time. Seller is very friendly and answer quickly. Recommended for shopping,
232,72,REDMI NOTE 12S = 8GB RAM + 256GB ROM = 5000 mAh Battery,"Rs. 77,599",No Ratings,0.0,96%,"General FeaturesRelease Date2023-09-15SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions159.9 x 73.9 x 8.1 mmPhone Weight176 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.43 InchesScreen Resolution1080 x 2400 PixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory256 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G96 (12 nm) Octa-coreGPUMali-G57 MC2BatteryType5000 mAhCameraFront Camera16 MPFront Flash LightN/AFront Video Recording1080p@30fpsBack Flash LightYesBack Camera108 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCYes (market/region dependent)",https://www.daraz.pk/products/8gb-12s-256gb-5000-mah-i433339594-s2077689890.html?search=1,,,
233,73,Redmi Note 12s || 8GB Ram 256GB Rom || 5000mAh Battery,"Rs. 74,999",No Ratings,0.0,91%,108MP Rear Camera,https://www.daraz.pk/products/12s-8gb-256gb-ram-air-5000mah-i432705036-s2067726530.html?search=1,,,
234,74,"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","Rs. 89,999",1 Ratings,5.0,94%,"BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429698370-s2046015357.html?search=1,Mein bahut khosh hon Jaisa seller ne kaha tha wesa hi mila shukria.,,
235,75,"Xiaomi Redmi Note 12 RAM 8 GB ROM 256 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 61,499",No Ratings,0.0,95%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-8-gb-256-13-mp-50-mp-8-mp-2-mp-5000-mah-i433517063-s2080997674.html?search=1,,,
236,76,Xiaomi Redmi 12 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 37,999",No Ratings,0.0,95%,"BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900",https://www.daraz.pk/products/12-6-gb-128-gb-8-mp-50-mp-8-mp-2-mp-2-mah-i432567867-s2065104352.html?search=1,,,
237,77,Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 29,990",No Ratings,0.0,93%,Redmi 12C,https://www.daraz.pk/products/4gb-12c-128gb-pta-1-i424389799-s2010694839.html?search=1,,,
